Trial Id,Protocol #,fmt_Protocol#,Legacy Protocol ID,Product Name,Full Title,Short Title,Protocol Phase ,Protocol Status,Indication,Therapeutic Area,Operational TA,Registry,Pediatric / Non-Pediatric,Study Type,Study Design: Primary Purpose (Interventional),Study Design: Time Perspective (Observational),Study Design: Study Model (Observational),Planned Enrollment,Actual Enrollment,Actual Screened,Actual Rescreened,Actual Screen Failure,Actual Randomized / Dosed,Actual Early Terminated,% Enrollment Completed,Planned Sites,Active Sites,Legacy Company,CRO,COM/CPOM,Primary Contact,Medical Monitor,COPL/POOL,Study Site Engagement,EudraCT#,Expanded Access Availability / Status,Human Subjects Protection Review Board Status,Study Imposed by EMA Flag,Device/Product Not Approved or Cleared by US FDA,Wave,Prioritization,Tier Category,Source CTMS,Planned Primary Study Completion Date,Actual Primary Study Completion Date,Synopsis Planned Date,Synopsis Actual Date,Protocol Planned Date,Protocol Actual Date,First Site Activated Planned Date,First Site Activated Actual Date,FSS Planned Date,FSS Actual Date,FSI Planned Date,FSI Actual Date,FSFV Planned Date,FSFV Actual Date,LSI Planned Date,LSI Actual Date,LSI Avg Tx  Planned Date,LSI Avg Tx Actual Date,LSO Planned Date,LSO Actual Date,LSO 2 Planned Date,LSO 2 Actual Date,LSO 3 Planned Date,LSO 3 Actual Date,LSO 4 Planned Date,LSO 4 Actual Date,LSO Final Planned Date,LSO Final Actual Date,LSLV Planned Date,LSLV Actual Date,DBL Planned Date,DBL Actual Date,DBL 2  Planned Date,DBL 2 Actual Date,DBL 3 Planned Date,DBL 3  Actual Date,DBL 4 Planned Date,DBL 4 Actual Date,DBL Final Planned Date,DBL Final Actual Date,KA/Flash Planned Date,KA/Flash Actual Date,KA 2 10601 Planned Date,KA 2 Actual Date,KA 3 Planned Date,KA 3 Actual Date,KA 4  Planned Date,KA 4 Actual Date,KA Final  Planned Date,KA Final Actual Date,Topline Planned Date,Topline Actual Date,TFL Planned Date,TFL Actual Date,TLF Planned Date,TLF Actual Date,TLF 2 Planned Date,TLF 2 Actual Date,TLF 3 Planned Date,TLF 3 Actual Date,TLF 4 Planned Date,TLF 4 Actual Date,TLF Final Planned Date,TLF Final Actual Date,CSR Planned Date,CSR Actual Date,CSR 2  Planned Date,CSR 2  Actual Date,CSR 3  Planned Date,CSR 3 Actual Date,CSR 4 Planned Date,CSR 4 Actual Date,CSR Final Planned Date,CSR Final Actual Date,OA 1 Planned Date,OA 1 Actual Date,OA 2 Planned Date,OA 2 Actual Date,OA 3 Planned Date,OA 3 Actual Date,Trial Summary Planned Date,Trial Summary Actual Date,Oversight Needs Assessment Planned Date,Oversight Needs Assessment Actual Date,CDO Quality Risk Assessment Planned Date,CDO Quality Risk Assessment Actual Date,Primary Planned Date,Primary Actual Date
SHP616-103,SHP616-103,'SHP616-103,'0624-710,CINRYZE,"A PHASE 1, RANDOMIZED,  SINGLE DOSE, CROSSOVER STUDY TO EVALUATE THE SAFETY, TOLERABILITY, AND RELATIVE BIOAVAILABILITY OF SUBCUTANEOUS ADMINISTRATION OF C1 ESTERASE INHIBITOR (HUMAN) LIQUID FOR INJECTION IN HEALTHY VOLUNTEERS FOLLOWING AN INITIAL ASSESSMENT USING THE MARKETED IV FORMULATION",SHP616-103 (0624-710) PK BA of SC Admin,I,Completed,Hereditary Angioedema (HAE),Plasma Derived Therapy,,Non-Registry,,Interventional,,,,26,26,0,0,0,23,0,100.00%,1,,ViroPharma,PRA,,"Carrie Kopec, Wendy Fisher, Eric Brown, Laura Smith",,,,,,,N,No,,,,COSMOS Inactive,,,5/19/2014,5/19/2014,7/29/2014,7/29/2014,,,1/7/2015,1/7/2015,1/28/2015,1/28/2015,,,1/28/2015,1/28/2015,,,4/10/2015,4/10/2015,,,,,,,,,,,,,,,,,,,,,6/26/2015,6/26/2015,,,,,,,,,,,,,,,,,,,,,,,8/14/2015,8/14/2015,,,,,,,,,,,,,,,8/14/2015,8/14/2015,,,,,,
SHP616-104,SHP616-104,'SHP616-104,'0624-901,,"A Phase 1, Single-dose, 2-Period, Randomized, Open-label, Crossover Study to Evaluate the Pharmacokinetics, Safety, and Tolerability of Two Intravenous Formulations of C1 esterase inhibitor [human] in Healthy Adult Subjects.",SHP616-104 (0624-910) PK of IV Admin,I,Study Withdrawn,Hereditary Angioedema (HAE),,,Non-Registry,,Interventional,,,,36,0,0,0,0,0,0,0.00%,1,,ViroPharma,,,,,,,,,,N,No,,,,COSMOS Inactive,,,5/19/2014,,9/4/2014,9/4/2014,,,,,2/19/2015,,,,2/25/2015,,,,,,,,,,,,,,4/24/2015,,4/24/2015,,,,,,,,,,,,,,,,,,,,7/31/2015,,8/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP616-201,SHP616-201,'SHP616-201,'0624-201,,"A Randomized, DOUBLE-BLIND, PLACEBO-CONTROLLED Pilot Study to Evaluate the Safety AND EFFect of CINRYZE® (C1 ESTERASE INHIBITOR [HUMAN]) for the treatment of ACUTE antibody-mediated rejection in Recipients of donor-sensitized kidney transplants",0624-201 AMR Safety and Efficacy,II,Completed,Hereditary Angioedema (HAE),,,Non-Registry,,Interventional,,,,20,18,0,0,0,0,0,90.00%,6,,ViroPharma,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,5/18/2010,,,,,,7/6/2011,,,,6/28/2013,,,,,,,,,,,,,,3/14/2012,,3/14/2012,,,,,,,,,,,,,,,,,,,,9/12/2013,,4/3/2014,,,,,,,,,,,,8/6/2014,,,,,,,,,,,,,,,,,,,,,,,
SHP616-206,SHP616-206,'SHP616-206,'0624-206,,"A Phase 2, Randomized, Double-Blind, Multicenter, Dose-Ranging, Crossover Study to Evaluate the Safety and Efficacy of Subcutaneous Administration of CINRYZE® (C1 esterase inhibitor [human]) with Recombinant Human Hyaluronidase (rHuPH20) for the Prevention of Angioedema Attacks in Adolescents and Adults with Hereditary Angioedema",0624-206 HAE Safety and Efficacy,II,Completed,Hereditary Angioedema (HAE),,,Non-Registry,,Interventional,,,,36,51,0,0,0,0,0,141.67%,40,,ViroPharma,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,1/16/2012,1/16/2012,,,,,2/4/2013,2/4/2013,,,5/16/2013,5/16/2013,,,,,,,,,,,,,8/30/2013,8/30/2013,8/30/2013,11/7/2013,,,,,,,,,,,,,,,,,,,11/7/2013,11/7/2013,4/21/2013,4/21/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP616-211,SHP616-211,'SHP616-211,,,C1 esterase inhibitor (CINRYZE®) for the Treatment of Acute Relapse in Neuromyelitis Optica Spectrum Disorders (NMOSD),SHP616-211 RAND DB PCB NMOSD,II,Study Withdrawn,NMOSD,,,Non-Registry,,Interventional,Double-Blind,,,105,0,0,0,0,0,0,0.00%,45,,,,,Megan Teynor,,,,,,,N,No,,,,COSMOS Inactive,,,4/1/2016,,4/1/2016,,,,,,9/5/2016,,,,9/4/2017,,,,,,,,,,,,,,12/3/2017,,12/3/2017,,,,,,,,,,,,,,,,,,,,1/16/2018,,2/20/2018,,,,,,,,,,,,4/17/2018,,,,,,,,,,,,,,,,,,,,,,,
SHP616-300,SHP616-300,'SHP616-300,,CINRYZE,"A Ph3, rand, db, pcb controlled, 2-period, partial x-over study to evaluate the safety and efficacy of sc admin of 2000U of C1 esterase inhibitor [human] liquid for injection for the prevention of angioedema attacks in adolescents and adults w HAE","616-300 DB, PCB, x-over,Safety Efficacy",III,Completed,Hereditary Angioedema,Plasma Derived Therapy,,Non-Registry,Both Pediatric & Non-pediatric,Interventional,Double-Blind,,,,75,0,,0,0,17,,40,,,PPD,,"Nedjia Boumediene, Pooja Parulkar, Anthony Baiamonte",,,,,,,N,No,,,,COSMOS Inactive,,,9/8/2014,9/8/2014,5/28/2015,5/28/2015,,,12/17/2015,12/17/2015,1/8/2016,1/8/2016,,,12/5/2016,12/5/2016,,,7/24/2017,7/24/2017,,,,,,,,,,,8/23/2017,8/23/2017,,,,,,,,,9/1/2017,9/1/2017,,,,,,,,,,,,,9/25/2017,9/25/2017,,,,,,,,,12/12/2017,12/12/2017,,,,,,,,,,,,,,,12/12/2017,12/12/2017,,,,,,
SHP616-301,SHP616-301,'SHP616-301,'0624-301,CINRYZE,"A PHASE 3, MULTICENTER, RANDOMIZED, SINGLE-BLIND,  DOSE-RANGING CROSSOVER STUDY TO EVALUATE THE SAFETY AND EFFICACY  OF  INTRAVENOUS ADMINISTRATION OF CINRYZE® (C1 ESTERASE INHIBITOR [HUMAN]) FOR THE PREVENTION OF ANGIOEDEMA ATTACKS IN CHILDREN 6  TO 11 YEARS OF AGE WITH HEREDITARY ANGIOEDEMA",0624-301 HAE Ped,III,Completed,Hereditary Angioedema (HAE),Plasma Derived Therapy,,Non-Registry,Pediatric only (<18 yr),Interventional,Crossover,,,12,12,16,0,4,12,0,100.00%,10,,ViroPharma,Chiltern,,"Laura McCarthy, Alan Clark, Gloria Gamba",,,,2013-002453-29,,,N,No,,,,COSMOS Inactive,,5/4/2017,,,8/7/2013,8/7/2013,,,3/20/2014,3/20/2014,6/17/2014,6/17/2014,,,7/12/2016,7/12/2016,,,,,,,,,,,5/4/2017,5/4/2017,,,,,,,,,,,6/1/2017,6/1/2017,,,,,,,,,6/16/2017,6/16/2017,,,,,,,,,,,,,6/30/2017,6/30/2017,11/25/2015,11/25/2015,,,,,,,9/22/2017,9/22/2017,,,,,,,9/22/2017,9/22/2017,,,,,,
SHP616-302,SHP616-302,'SHP616-302,,CINRYZE,A randomized double-blind placebo-controlled study to evaluate the safety & efficacy of Cinryze for the treatment of acute antibody-mediated rejection in kidney transplant patients with identified donor-specific antibody,SHP616-302 AMR Safety and Efficacy,III,Study Terminated,AMR,Plasma Derived Therapy,,Non-Registry,Non-pediatric only (>18 yr),Interventional,Double-Blind,,,,41,0,,0,0,41,,40,1,,PPD,Lee Hughes,"Aimee Sunberg, Anthony Baiamonte, Giovanna Devercelli, Ishan Hirji, Lee Hughes, Maria Ignacia Berraondo, Megan Teynor, Obi Umeh, Patrick Kelly",,,"Ayanna Sissoko, Abida Mazin, Al-Karim Khimji, Alexia Ngassaki, Angela Scalzo, Anne Grimaldi, Ryan Guthrie, Sandra Escobar, Silvia Ronconi, Tift Tounsley, Vera Uhrle, Boicho Miloshov, Carrie Mishoe, Deepika Sharma, Elena Sopelana Matamoros, Emmy Wouters, Eric Stelk, Fiona Law, Gene Dillague, Geoffrey Hinchliffe, Lian Smink, Lisa Heckenmuller, Magali Rouquie, Maria Guerrero, Marjet Munsters, Matthieu Vesque, Mavis Ye, Nicole Hagenson-Gordon, Oneke Mfonfu, Pam Dondelinger, Monique Mets, Nathalie Oussoren",2015-000726-11,Not Available,,N,No,,,,COSMOS Inactive,31-May-19,5/31/2019,10/10/2014,10/10/2014,3/26/2015,3/26/2015,,,,,5/20/2016,5/20/2016,,,11/30/2020,,,,1/11/2019,1/11/2019,,,,,,,,,,,,,,,,,,,,,4/30/2019,4/30/2019,,,,,,,,,,,,,,,,,,,,,,,1/8/2020,1/8/2020,,,,,,,,,,,,,,,4/24/2026,,,,,,,
SHP616-303,SHP616-303,'SHP616-303,,,"A Phase III, Randomized, Double-blind, Placebo-controlled, multicenter Study to Evaluate the Efficacy and Safety of C1 Esterase Inhibitor [human] (CINRYZE®) for the Treatment of Acute Relapse of Optic Neuritis and/or Transverse Myelitis in Neuromyelitis Optica Spectrum Disorders (NMOSD)","SHP616-303 Adlt, RAND, DB, PCB",III,Study Withdrawn,NMOSD,,,Non-Registry,,Interventional,Double-Blind,,,78,0,0,0,0,0,0,0.00%,40,,,,Pooja Parulkar,,Steven Glyman,Jeffrey Bernier,,,,,N,No,,,,COSMOS Inactive,,,1/5/2015,2/13/2015,7/10/2015,,,,,,1/5/2016,,1/1/2016,,1/23/2017,,,,,,,,,,,,,,4/24/2017,,4/24/2017,,,,,,,,,,,,,,,,,,,,6/13/2017,,6/20/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP616-401,SHP616-401,'SHP616-401,'0624-401,,"A European multi-center, multi-country, post-authorisation, observational study (registry) of patients with hereditary angioedema (HAE) who are administered CINRYZE (C1 inhibitor (human)) for the treatment or prevention of HAE attacks",0624-401: EU Registry,IV,Completed,Hereditary Angioedema (HAE),,,Non-Registry,,Non-Interventional_CDO Support,PASS (Post Authorization Safety Study),,,125,83,55,0,0,0,9,66.40%,22,,ViroPharma,Cromsource,,"Aizza Hassan, Amandine Perrin, Andrew Sabo, Jennifer Buynitzky, Scott Newcomer, Sophie Berube, Zhenmin Lu",,,,,,,N,No,,,,COSMOS Inactive,,,7/10/2011,7/10/2011,8/10/2011,8/10/2011,,,,,5/11/2012,5/11/2012,,,9/25/2015,9/25/2015,,,,,,,,,,,,,9/25/2016,9/25/2016,9/25/2016,,,,,,,,,,,,,,,,,,,,2/25/2017,,1/28/2016,,,,,,,,,,,,2/8/2017,2/8/2017,,,,,,,,,,,,,,,,,,,,,,
SHP616-PNH1,SHP616-PNH1,'SHP616-PNH1,,,PNH-multiple rising dose,SHP616-PNH-1,I,Study Withdrawn,Hereditary Angioedema,,,Non-Registry,,Interventional,,,,6,0,0,0,0,0,0,0.00%,6,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,7/13/2015,,8/24/2015,,,,,,12/9/2015,,,,8/17/2016,,,,,,,,,,,,,,9/14/2016,,9/14/2016,,,,,,,,,,,,,,,,,,,,12/20/2016,,12/16/2016,,,,,,,,,,,,2/10/2017,,,,,,,,,,,,,,,,,,,,,,,
SHP617-100,SHP617-100,'SHP617-100,,,"A Phase 1, randomized, open-label, 4-period crossover, single-dose study to evaluate the safety, tolerability, and pharmacokinetics of VP10918 (hydrocortisone) extended release tablets, manufactured at 2 different sites, administered orally in healthy Japanese and Caucasian volunteers",10918-100: Pilot PK,I,Completed,Adrenal Insufficiency,,,Non-Registry,,Interventional,,,,32,31,0,0,0,0,0,96.88%,1,,ViroPharma,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,9/11/2013,9/11/2013,,,,,11/14/2013,11/14/2013,,,12/3/2013,12/3/2013,,,,,,,,,,,,,12/21/2013,12/21/2013,12/21/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP617-301,SHP617-301,'SHP617-301,,Plenadren (hydrocortisone),"An open, multi-centre, phase IIIb, long term follow-up study to assess the safety, tolerability and efficacy of once-daily oral modified-release hydrocortisone in patients with adrenal insufficiency",SHP617-301  - DC0801 - OL extension,III,Completed,Adrenal Insufficiency,Others,,Non-Registry,Non-pediatric only (>18 yr),Interventional,Safety,,,71,85,0,0,0,0,0,119.72%,5,,ViroPharma,Irw Consulting Ab,,,,Danielle Tierens,,,,,N,No,,,,COSMOS Inactive,,,1/17/2008,1/17/2008,2/28/2008,2/28/2008,,,6/12/2008,6/12/2008,10/3/2008,10/3/2008,,,1/28/2009,1/28/2009,,,6/12/2009,6/12/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/7/2014,7/7/2014,,,,,,,,,1/19/2015,1/19/2015,,,,,,,,,,,,,,,1/19/2015,1/19/2015,,,,,,
SHP617-400,SHP617-400,'SHP617-400,,Plenadren (hydrocortisone),"A EUROPEAN MULTI-CENTRE, MULTI-COUNTRY,POST-AUTHORISATION, OBSERVATIONAL STUDY (REGISTRY) OF PATIENTS WITH CHRONIC ADRENAL INSUFFICIENCY",SHP617-400 EU AIRegistry - PAC,IV,Completed,Adrenal Insufficiency,Others,Real World Evidence,,Both pediatric and non-pediatric,Observational,Other,Prospective,Other,"3,000","3,258",0,,0,0,502,108.60%,20,21,,PPD,,Ali Aslan,Hilary Kaube,Heinrich Achenbach,,,,,,,,,,Medidata CTMS (Pharma),,,2/16/2012,2/16/2012,3/16/2012,3/16/2012,,,8/7/2012,8/7/2012,8/7/2012,8/7/2012,,,10/31/2020,,,,10/31/2020,,,,,,,,,,,,,,,,,,,,,,11/26/2021,,,,,,,,,,,,,,,,,,,,,,,,3/31/2022,,,,,,,,,,,,,,,,4/5/2022,,,,,,,
SHP617-701,SHP617-701,'SHP617-701,,,Resource use and clinical outcomes in patients with adrenal insufficiency prescribed either an immediate release or modified release hydrocortisone formulation or prednisolone: A THIN (The Health Improvement Network) database study,SHP617-701 THIN PLENADREN,IV,Study Withdrawn,Adrenal Insufficiency,,,Non-Registry,,Non-Interventional_CDO Support,,,,999,0,0,0,0,0,0,0.00%,1,,ViroPharma,,Kamran Iqbal,,Kamran Iqbal,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP620-111,SHP620-111,'SHP620-111,,,"An Open-label, Phase 1 Study to Investigate the Absorption, Metabolism, and Excretion of [14C]SHP620 Following a Single Oral Dose in Healthy Male Subjects",SHP620-111 ADME,I,Study Withdrawn,CMV Treatment,,,Non-Registry,Non-pediatric only (>18 yr),Interventional,Drug Metabolism Pharmacokinetics (DMPK),,,8,0,0,0,0,0,0,0.00%,1,,,,"Joseph Murphy, Robert Homolka",,,,,,,,N,No,,,,COSMOS Inactive,,,9/15/2017,,10/30/2017,,,,,,2/17/2018,,,,2/17/2018,,,,,,,,,,,,,,3/4/2018,,3/4/2018,,,,,,,,,,,,,,,,,,,,6/7/2018,,6/5/2018,,,,,,,,,,,,7/31/2018,,,,,,,,,,,,,,,,,,,,,,,
SHP620-112,SHP620-112,'SHP620-112,,,"A Phase 1, Open-label, Randomized, Two-period, Crossover Drug Interaction Study Evaluating the Effect of SHP-620 on the Pharmacokinetic Profiles of Various CYP Probe Substrates in the Cooperstown Cocktail when Given to Healthy Adult Subjects",SH620-112 Cocktail DDI,I,Study Withdrawn,CMV Treatment,,,Non-Registry,,Interventional,Drug Interaction,,,30,0,0,0,0,0,0,0.00%,1,,,,Robert Homolka,,,,,,,,N,No,,,,COSMOS Inactive,,,4/3/2015,,5/14/2015,,,,,,8/26/2015,,,,8/26/2015,,,,,,,,,,,,,,9/14/2015,,9/14/2015,,,,,,,,,,,,,,,,,,,,12/4/2015,,12/4/2015,,,,,,,,,,,,1/29/2016,,,,,,,,,,,,,,,,,,,,,,,
SHP620-113,SHP620-113,'SHP620-113,,,"A Phase 1, Open-label, Randomized, 2-Period Crossover, Drug Interaction Study Evaluating the Pharmacokinetic Profiles of SHP620 Administered Alone and in Combination with Clarithromycin in Healthy Adult Subjects",SHP620-113 DDI with Clarithromycin,I,Study Withdrawn,CMV Treatment,,,Non-Registry,,Interventional,Drug Interaction,,,30,0,0,0,0,0,0,0.00%,1,,,,Robert Homolka,,,,,,,,N,No,,,,COSMOS Inactive,,,4/3/2015,,5/14/2015,,,,,,7/29/2015,,,,7/29/2015,,,,,,,,,,,,,,8/17/2015,,8/17/2015,,,,,,,,,,,,,,,,,,,,10/22/2015,,11/10/2015,,,,,,,,,,,,1/19/2016,,,,,,,,,,,,,,,,,,,,,,,
SHP620-114,SHP620-114,'SHP620-114,,,SHP620-114 DDI Midazolam,SHP620-114 DDI Midazolam,I,Study Withdrawn,CMV Treatment,,,Non-Registry,,Interventional,Drug Interaction,,,20,0,0,0,0,0,0,0.00%,1,,,,Joseph Murphy,,,Robert Homolka,,,,,N,No,,,,COSMOS Inactive,,,2/29/2016,,3/30/2016,,,,,,5/23/2016,,,,5/23/2016,,,,,,,,,,,,,,6/20/2016,,6/20/2016,,,,,,,,,,,,,,,,,,,,8/24/2016,,8/29/2016,,,,,,,,,,,,10/8/2016,,,,,,,,,,,,,,,,,,,,,,,
SHP620-115,SHP620-115,'SHP620-115,,maribavir (TAK-620),"A Phase 1, Open-label, 2-Period Fixed-Sequence Study to Evaluate the Effect of Multiple-Doses of SHP620 on the Pharmacokinetic Profile of Digoxin, a P-glycoprotein Substrate, and Dextromethorphan, a CYP2D6 Substrate, in Healthy Adult Subjects",SHP620-115 PgP Inhib with Digoxin,I,Completed,CMV Treatment,RGH,,Non-Registry,Non-pediatric only (>18 yr),Interventional,Drug Interaction,,,18,18,0,0,0,0,1,100.00%,1,,,"Clinical Pharmacology of Miami, INC","Joseph Murphy, Robert Homolka",Jeff Wang,,"Anna Wijatyk, Karen Hager, Obi Umeh",,,,,N,No,,,,COSMOS Inactive,,,12/15/2015,12/15/2015,2/18/2016,2/18/2016,,,8/16/2016,8/16/2016,8/16/2016,8/16/2016,,,8/31/2016,8/31/2016,,,9/9/2016,9/9/2016,,,,,,,,,,,,,,,,,,,,,1/9/2017,1/9/2017,,,,,,,,,,,,,,,,,,,,,,,4/27/2017,4/27/2017,,,,,,,,,,,,,,,4/27/2017,4/27/2017,,,,,,
SHP620-116,SHP620-116,'SHP620-116,,,SHP620-116 2D6 DDI,SHP620-116 DDI 2D6,I,Study Terminated,CMV Treatment,,,Non-Registry,,Interventional,Drug Interaction,,,24,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,7/4/2016,,8/3/2016,,,,,,11/1/2016,,,,12/8/2016,,,,,,,,,,,,,,12/19/2016,,12/19/2016,,,,,,,,,,,,,,,,,,,,2/21/2017,,2/22/2017,,,,,,,,,,,,4/13/2017,,,,,,,,,,,,,,,,,,,,,,,
SHP620-117,SHP620-117,'SHP620-117,,,"A Phase 1, Open-label, Randomized, Three-way Crossover, Bioavailability Study Comparing the Pharmacokinetics of Two Prototype 400mg Strength Maribavir Formulations to the Phase 3 200mg Strength Maribavir Tablet Formulation Administered as a Single 400mg Dose in Healthy Adult Subjects",SHP620-117 Bioavailability Study,I,Study Withdrawn,CMV Treatment,,,Non-Registry,Non-pediatric only (>18 yr),Interventional,Bioavailability (BA),,,18,0,0,0,0,0,0,0.00%,1,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,1/1/2049,,1/1/2049,,1/1/2049,,,,1/1/2049,,1/1/2049,,1/1/2049,,,,,,,,,,,,,,1/1/2049,,1/1/2049,,,,,,,,,,,,,,,,,,,,1/1/2049,,1/1/2049,,,,,,,,,,,,1/1/2049,,,,,,,,,,,,,,,,,,1/1/2049,,1/1/2049,,,
SHP620-118,SHP620-118,'SHP620-118,,,An Open-Label Sensory Evaluation of Maribavir in Healthy Panelists,SHP620-118 Taste Assessment,I,Completed,CMV Treatment,,,Non-Registry,Non-pediatric only (>18 yr),Interventional,Healthy Volunteers,,,10,0,0,0,0,0,0,0.00%,1,,,,"Gaia Sciaranghella, Joseph Murphy","Obi Umeh, Alida Barry",Katarina Ilic,Karen Hager,Ella Rabiu,,,,N,No,,,,COSMOS Inactive,,,7/31/2017,,10/13/2017,,,,,,1/22/2018,,,,2/21/2018,,,,,,,,,,,,,,2/21/2018,,2/21/2018,,,,,,,,,,,,,,,,,,,,3/9/2018,,3/9/2018,,,,,,,,,,,,3/9/2018,,,,,,,,,,,,,,,,,,,,,,,
SHP620-202,SHP620-202,'SHP620-202,,maribavir (TAK-620),"A Phase 2, Randomized Study To Assess The Safety And Anti-Cytomegalovirus (CMV) Activity Of Different Doses Of Maribavir For Treatment Of CMV Infections That Are Resistant Or Refractory To Treatment With Ganciclovir/Valganciclovir Or Foscarnet In Transplant Recipients",SHP620-202 DR Resistant/Refractory CMV,II,Completed,CMV Treatment,RGH,,Non-Registry,,Interventional,Dose-Ranging,,,120,120,130,0,10,120,0,100.00%,32,,,,Calista Gauthier,Charles Kennedy,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP620-203,SHP620-203,'SHP620-203,'1263-203,maribavir (TAK-620),"A PHASE 2, RANDOMIZED, DOSE-RANGING STUDY TO ASSESS THE SAFETY AND ANTI-CYTOMEGALOVIRUS (CMV) ACTIVITY OF MARIBAVIR VERSUS VALGANCICLOVIR FOR TREATMENT OF CMV INFECTIONS IN TRANSPLANT RECIPIENTS WHO DO NOT HAVE CMV ORGAN DISEASE (EU ONLY)",SHP620-203 DR Asymptomatic CMV,II,Completed,CMV Treatment,RGH,,Non-Registry,,Interventional,Dose-Ranging,,,161,161,175,0,14,161,21,100.00%,48,,ViroPharma,PPD,,Dieudonne Bwirire,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP620-300,SHP620-300,'SHP620-300,,,Phase 3 - CMV prophylaxis study (1263-300),Phase 3-CMV prophylaxis study (620-300),II,Study Terminated,CMV Treatment,,,Non-Registry,,Interventional,,,,999,0,0,0,0,0,0,0.00%,999,,,,,,,,,,,,N,No,,,,COSMOS Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHP620-302,SHP620-302,'SHP620-302,,maribavir (TAK-620),"A Phase 3, Multicenter, Randomized, Double-blind, Double-dummy, Active-controlled Study to Assess the Efficacy and Safety of SHP620 Compared to Valganciclovir for the Treatment of Cytomegalovirus (CMV) Infection in Stem Cell Transplant Recipients",SHP620-302 Asymptomatic CMV Treatment,III,Recruiting,Severe asthma,RGH,RGH,,Both pediatric and non-pediatric,Interventional,,,,550,487,579,2,90,488,190,88.55%,105,113,,PPD,,"Alexandra Loew-Baselli, Anoop Singh, Gilles Pierrefiche, Hai Fang, Ildiko Fuelep, Ishan Hirji, Jose Ramon Gonzalez, Martina Lejon, Norbert Vincze, Takashi Yamasaki, Calista Gauthier, Adewale Fashina","Martha Fournier, Rose Ann Murray, Tatjana Odrljin",,,2015-004726-34,,,,,Wave 1,Advance,Wave 1,Medidata CTMS (Pharma),,,5/16/2016,5/16/2016,8/4/2016,8/4/2016,,,4/14/2017,4/14/2017,4/14/2017,4/14/2017,,,12/31/2021,,,,5/20/2022,,,,,,,,,,,,6/22/2022,,,,,,,,,,6/27/2022,,,,,,,,,,,,,,8/4/2022,,,,,,,,,,9/29/2022,,,,,,,,,,,,,,,,9/29/2022,,,,,,,
SHP620-303,SHP620-303,'SHP620-303,,maribavir (TAK-620),"A Phase 3, Multicenter, Randomized, Open-label, Active-controlled Study to Assess the Efficacy and Safety of SHP620 Compared to Standard of Care for the Treatment of Cytomegalovirus (CMV) Infections that are Resistant or Refractory to Treatment with Ganciclovir, Valganciclovir, Foscarnet, or Cidofovir in Transplant Recipients",SHP620-303 Resist/Refract CMV Treatment,III,Reported,Post-Transplant CMV,RGH,RGH,,Both pediatric and non-pediatric,Interventional,,,,351,349,428,4,79,352,74,99.43%,100,4,,PPD,,"Anoop Singh, Claudia Kolligs, Gilles Pierrefiche, Jose Ramon Gonzalez, Martina Lejon, Safwan Abbassy, Takashi Yamasaki, Adriana Shelton",,,,2015-004725-13,,,,,Wave 1,Advance,Wave 1,Medidata CTMS (Pharma),,,12/15/2015,12/15/2015,4/28/2016,4/28/2016,,,12/22/2016,12/22/2016,12/29/2016,12/29/2016,,,3/26/2020,3/26/2020,,,8/17/2020,8/17/2020,,,,,,,,,,,11/13/2020,11/13/2020,,,,,,,,,11/23/2020,11/23/2020,,,,,,,,,,,,,12/30/2020,12/30/2020,,,,,,,,,2/26/2021,2/26/2021,,,,,,,,,,,,,,,2/26/2021,2/26/2021,,,,,,
